128 84 0.284427 38.4322
129 79 0.356351 38.7129
130 81 0.330911 39.0189
131 88 0.260373 39.3248
132 88 0.286109 39.5963
133 83 0.322234 39.8838
134 86 0.305939 40.1871
135 82 0.336767 40.4831
136 87 0.312701 40.8247
137 88 0.277505 41.1156
138 80 0.34506 41.3948
139 86 0.301267 41.6953
140 84 0.294447 41.9676
141 79 0.35736 42.2527
142 90 0.2891 42.5383
143 83 0.342423 42.8243
144 80 0.350909 43.1024
145 92 0.23888 43.3785
146 86 0.307432 43.6544
147 82 0.339373 43.9325
148 90 0.233741 44.229
149 87 0.281404 44.5018
150 86 0.265452 44.7788
151 87 0.283793 45.0604
152 82 0.319913 45.3385
153 83 0.293483 45.6118
154 88 0.290141 45.8894
155 81 0.331809 46.1683
156 84 0.277673 46.4512
157 88 0.258291 46.7371
158 78 0.320895 47.019
159 86 0.302613 47.3184
160 83 0.319772 47.6263
161 87 0.25893 47.9358
162 88 0.253739 48.2384
163 93 0.186081 48.5628
164 85 0.292572 48.8466
165 85 0.292072 49.1374
166 85 0.274205 49.4087
167 87 0.283085 49.6971
168 86 0.262698 49.9867
169 92 0.24677 50.2637
170 87 0.264573 50.5435
171 90 0.22025 50.8365
172 84 0.301948 51.128
173 88 0.258693 51.4209
174 88 0.263657 51.7206
175 86 0.275177 52.0246
176 84 0.26502 52.3172
177 87 0.250056 52.6062
178 86 0.287339 52.8951
179 85 0.290216 53.1879
180 89 0.268097 53.4713
181 88 0.251008 53.7866
182 80 0.317702 54.0638
183 85 0.276268 54.3436
184 85 0.285991 54.64
185 83 0.314079 54.9234
186 87 0.257935 55.2044
187 89 0.244223 55.5042
188 81 0.331711 55.7828
189 85 0.265417 56.0562
190 83 0.257258 56.3651
191 90 0.252994 56.6446
192 84 0.273106 56.928
193 86 0.287678 57.2108
194 88 0.204714 57.5046
195 88 0.250656 57.7892
196 84 0.26227 58.0661
197 85 0.27747 58.3543
198 91 0.225653 58.6356
199 87 0.262283 58.9134
200 91 0.230585 59.1877
